Date	Close	Open	High	Low	Volume	Adj Close
12/24/2019	11.8	11.66	11.95	11.66	2030	11.3
12/25/2019	12.15	11.59	12.15	11.58	80	11.65
12/27/2019	12.15	11.85	12.15	11.85	20	11.65
12/30/2019	12.5	12.82	12.9	11.95	100	12
1/9/2020	11.94	11.94	11.94	11.94	0	11.44
1/10/2020	11.59	11.59	11.59	11.59	40	11.09
1/13/2020	11.59	11.6	11.6	11.59	140	11.09
1/15/2020	11.9	11.9	11.9	11.9	10	11.4
1/16/2020	11.79	11.79	11.79	11.79	10	11.29
1/17/2020	11.55	11.55	11.55	11.55	60	11.05
1/24/2020	11.59	11.26	11.59	11.26	100	11.09
1/27/2020	11.58	11.58	11.58	11.58	1530	11.08
1/29/2020	11.24	11.26	11.26	11.24	80	10.74
1/30/2020	11	11.2	11.2	11	230	10.5
2/3/2020	11	11	11	10.92	340	10.5
2/5/2020	10.9	10.9	10.9	10.9	30	10.4
2/11/2020	10.9	11	11	10.9	360	10.4
2/21/2020	10.9	10.91	10.91	10.9	220	10.4
2/24/2020	10.81	10.81	10.81	10.81	110	10.31
2/28/2020	10.7	10.8	10.8	10.7	300	10.2
3/2/2020	10.7	10.7	10.7	10.7	50	10.2
3/4/2020	10.6	10.6	10.6	10.6	100	10.1
3/18/2020	9.99	9.99	9.99	9.99	10	9.49
3/23/2020	9.99	9.99	9.99	9.99	20	9.49
3/26/2020	9.8	9.8	9.8	9.8	10	9.3
3/31/2020	9.7	9.7	9.7	9.7	30	9.2
4/1/2020	9.7	9.7	9.7	9.7	10	9.2
4/7/2020	9.7	9.7	9.7	9.7	200	9.2
4/14/2020	9.41	9.45	9.45	9.41	110	8.91
4/20/2020	9.35	9.35	9.35	9.35	50	8.85
4/21/2020	9.35	9.35	9.35	9.35	350	8.85
4/22/2020	9.07	9.07	9.07	9.07	270	8.57
4/23/2020	9	9	9	9	30	8.5
4/24/2020	8.9	8.9	8.9	8.9	40	8.4
4/27/2020	8.9	8.8	8.9	8.8	190	8.4
5/11/2020	8.71	8.71	8.71	8.71	0	8.21
5/12/2020	8.71	8.71	8.71	8.71	10	8.21
5/14/2020	8.7	8.71	8.71	8.7	80	8.2
5/19/2020	8.7	8.7	8.7	8.7	90	8.2
5/20/2020	8.7	8.7	8.7	8.7	10	8.2
5/22/2020	8.96	8.96	8.96	8.96	60	8.46
5/26/2020	9.22	9.15	9.22	9.15	290	8.72
5/27/2020	9.49	9.49	9.49	9.4	1180	8.99
5/28/2020	9.77	9.49	9.77	9.49	1690	9.27
5/29/2020	10.06	9.77	10.06	9.77	750	9.56
6/1/2020	10.36	10.06	10.36	10	1380	9.86
6/2/2020	10.67	10.64	10.67	10.6	4060	10.17
6/3/2020	10.8	10.67	10.99	10.67	1190	10.3
6/4/2020	11.12	11	11.12	10.48	1950	10.62
6/5/2020	11.44	11.44	11.44	11.3	140	10.94
6/9/2020	11.77	11.2	11.77	11.2	20	11.27
6/15/2020	11.42	11.42	11.42	11.42	0	10.92
6/16/2020	11.3	11.42	11.42	11.3	90	10.8
6/17/2020	11.3	11.3	11.3	11.3	40	10.8
6/19/2020	10.97	10.97	10.97	10.97	80	10.47
6/22/2020	10.96	10.96	10.96	10.65	250	10.46
6/23/2020	10.64	10.64	10.64	10.64	1120	10.14
6/24/2020	10.63	10.63	10.63	10.63	30	10.13
6/26/2020	11.1	10.98	11.1	10.98	1000	10.6
7/7/2020	10.97	10.77	10.97	10.77	40	10.97
7/10/2020	10.96	10.96	10.96	10.96	30	10.96
8/4/2020	10.64	10.64	10.64	10.64	80	10.64
8/10/2020	10.33	10.33	10.33	10.33	50	10.33
8/11/2020	10.03	10.03	10.03	10.03	430	10.03
8/12/2020	10.03	10.03	10.03	10.03	50	10.03
8/18/2020	9.73	9.73	9.73	9.73	10	9.73
9/1/2020	10	9.74	10	9.74	70	10
9/3/2020	10	9.73	10	9.73	240	10
9/4/2020	10	10	10	10	20	10
9/16/2020	9.98	9.98	9.98	9.98	0	9.98
9/23/2020	9.7	9.71	9.71	9.7	90	9.7
9/28/2020	9.7	9.7	9.7	9.7	10	9.7
10/1/2020	9.7	9.72	9.72	9.7	160	9.7
10/9/2020	9.7	9.7	9.7	9.7	0	9.7
10/22/2020	9.45	9.45	9.45	9.45	40	9.45
10/27/2020	9.45	9.19	9.45	9.19	30	9.45
10/28/2020	9.7	9.42	9.7	9.42	560	9.7
10/30/2020	9.99	9.41	9.99	9.41	110	9.99
11/9/2020	10.28	10.28	10.28	10.28	40	10.28
11/12/2020	10.28	9.82	10.28	9.82	40	10.28
12/1/2020	10.56	10.56	10.56	10.56	40	10.56
12/4/2020	10	10.26	10.26	9.93	810	10
12/8/2020	9.7	9.74	9.74	9.7	200	9.7
12/9/2020	9.27	9.27	9.27	9.27	10	9.27
12/10/2020	9.68	9.68	9.68	9.68	50	9.68
12/11/2020	9.96	9.68	9.97	9.67	350	9.96
12/14/2020	9.97	9.95	9.97	9.67	280	9.97
12/15/2020	10.55	9.96	10.56	9.96	1160	10.55
12/16/2020	10.99	10.5	11.02	10.5	1370	10.99
12/17/2020	11.3	11.31	11.31	11	930	11.3
12/18/2020	11.3	11.3	11.3	11.3	200	11.3
12/21/2020	11.5	11.6	11.63	11.5	620	11.5
12/22/2020	11.6	11.8	11.84	11.6	850	11.6
12/23/2020	11.65	11.08	11.65	11.08	750	11.65
12/24/2020	11.31	11.31	11.31	11.31	150	11.31
12/25/2020	11.13	11.64	11.64	11.13	120	11.13
1/4/2021	11	11	11	10.8	110	11
1/6/2021	10.67	10.67	10.67	10.67	100	10.67
1/13/2021	10.99	10.98	10.99	10.98	20	10.99
1/15/2021	11	10.99	11	10.99	50	11
1/28/2021	10.98	10.98	10.98	10.98	1030	10.98
2/1/2021	10.66	10.66	10.66	10.66	260	10.66
2/2/2021	10.35	10.36	10.36	10.35	70	10.35
2/3/2021	10.04	10.04	10.04	10.04	50	10.04
2/8/2021	10.04	10.04	10.04	10.04	20	10.04
2/9/2021	10.04	10.04	10.04	10.04	160	10.04
2/16/2021	9.74	9.74	9.74	9.74	40	9.74
2/23/2021	9.74	9.74	9.74	9.74	10	9.74
3/1/2021	9.45	9.45	9.45	9.45	130	9.45
3/2/2021	8.9	9.17	9.17	8.9	210	8.9
3/4/2021	9.3	9.3	9.3	9.3	0	9.3
3/5/2021	9.03	9.03	9.03	9.03	330	9.03
3/9/2021	8.76	8.9	8.9	8.76	1050	8.76
3/17/2021	8.77	8.77	8.77	8.77	400	8.77
3/18/2021	8.87	8.86	8.87	8.86	450	8.87
3/19/2021	8.87	8.88	8.88	8.87	140	8.87
3/22/2021	9.13	8.88	9.13	8.87	150	9.13
3/25/2021	9.4	9.15	9.4	9.15	130	9.4
3/26/2021	9.15	9.16	9.16	9.15	200	9.15
3/29/2021	9.15	9.15	9.15	9.15	0	9.15
3/30/2021	9.15	9.15	9.15	9.15	7780	9.15
3/31/2021	9	9.15	9.15	8.89	700	9
4/1/2021	8.89	8.9	8.9	8.89	1920	8.89
4/2/2021	8.88	8.88	8.88	8.88	0	8.88
4/5/2021	9.14	9.1	9.14	9.1	550	9.14
4/6/2021	9.17	9.17	9.17	9.17	30	9.17
4/7/2021	9.26	9.17	9.26	9.17	30	9.26
4/8/2021	9.34	9.34	9.34	9.34	10	9.34
4/12/2021	9.33	9.34	9.34	9.33	500	9.33
4/13/2021	9.34	9.34	9.34	9.34	40	9.34
4/16/2021	9.44	9.41	9.44	9.41	3900	9.44
4/19/2021	9.72	9.45	9.72	9.45	300	9.72
4/20/2021	10.01	10	10.01	10	1100	10.01
4/21/2021	10.31	10.31	10.31	10.31	100	10.31
4/22/2021	10.4	10.4	10.4	10.4	150	10.4
4/23/2021	10.25	10.25	10.25	10.25	500	10.25
4/26/2021	10.02	10.02	10.02	10.02	300	10.02
4/27/2021	10.3	10.3	10.3	10.3	550	10.3
4/28/2021	10.91	10.6	10.91	10.6	310	10.91
4/29/2021	11.23	11.18	11.23	11.18	2670	11.23
4/30/2021	11.56	11.23	11.56	11.23	770	11.56
5/3/2021	11.7	11.7	11.7	11.7	10	11.7
5/4/2021	11.8	11.79	11.8	11.79	40	11.8
5/5/2021	12.15	11.79	12.15	11.56	1670	12.15
5/7/2021	11.9	11.9	12	11.9	500	11.9
5/10/2021	11.89	11.85	11.89	11.85	170	11.89
5/11/2021	11.88	11.89	11.89	11.71	220	11.88
5/17/2021	12.01	11.8	12.23	11.79	1150	12.01
5/19/2021	12.25	12.2	12.25	12.2	160	12.25
5/20/2021	12.25	12.25	12.25	12.25	300	12.25
5/21/2021	12.25	12.25	12.25	12.25	700	12.25
5/24/2021	12.1	12.24	12.24	12.1	390	12.1
5/25/2021	12.24	11.81	12.24	11.8	210	12.24
5/26/2021	12.26	12.2	12.26	12.2	390	12.26
5/27/2021	12.2	12.2	12.2	12.2	400	12.2
5/28/2021	11.35	11.7	11.7	11.35	210	11.35
5/31/2021	11.35	11.55	11.55	11.35	90	11.35
6/1/2021	11.55	11.55	11.55	11.55	10	11.55
6/2/2021	11.35	11.69	11.69	11.35	10	10.85
6/3/2021	11.35	11.35	11.35	11.35	10	10.85
6/4/2021	11.01	11.01	11.01	11.01	10	10.51
6/8/2021	11.01	11.01	11.01	11.01	90	10.51
6/9/2021	10.68	10.68	10.68	10.68	30	10.18
6/29/2021	10.68	10.68	10.68	10.68	150	10.18
7/1/2021	10.33	10.33	10.33	10.33	0	9.83
7/2/2021	10.63	10.33	10.63	10.03	110	10.13
7/9/2021	10.32	10.32	10.32	10.32	10	9.82
7/13/2021	10.03	10.03	10.03	10.03	110	9.53
7/16/2021	10	9.73	10	9.73	610	9.5
7/22/2021	10	10	10	10	20	9.5
7/29/2021	10	10	10	10	360	9.5
8/2/2021	10.3	10.03	10.3	10.03	100	9.8
8/3/2021	10	10	10	10	1620	9.5
8/4/2021	10	10	10	10	400	9.5
8/17/2021	9.74	9.74	9.74	9.74	70	9.24
8/18/2021	9.74	9.74	9.74	9.74	530	9.24
8/23/2021	10.03	10.03	10.03	10.03	700	9.53
8/24/2021	10.3	10.3	10.3	10.3	0	9.8
8/30/2021	10.3	10.3	10.3	10.3	70	9.8
9/8/2021	10.5	10.2	10.5	10.2	150	10
9/15/2021	10.5	10.5	10.5	10.5	90	10
9/20/2021	11.1	10.71	11.1	10.7	350	10.6
9/21/2021	11.7	11	11.7	11	2400	11.2
9/22/2021	11.7	11.7	11.7	11.7	50	11.2
9/23/2021	11.98	11.75	11.98	11.75	980	11.48
9/24/2021	11.75	11.75	11.75	11.75	230	11.25
9/28/2021	11.36	11.36	11.37	11.36	190	10.86
9/29/2021	11.5	11.36	11.5	11.36	740	11
9/30/2021	11.35	11.35	11.35	11.35	100	10.85
10/4/2021	11.35	11.35	11.35	11.35	600	10.85
10/6/2021	11.75	11.75	11.75	11.75	100	11.25
10/7/2021	11.75	11.75	11.75	11.7	780	11.25
10/14/2021	11.6	11.74	11.75	11.6	460	11.1
10/19/2021	11.5	11.5	11.5	11.5	50	11
10/20/2021	11.9	11.73	11.9	11.73	1040	11.4
10/22/2021	11.9	11.9	11.9	11.9	500	11.4
10/28/2021	12.05	11.9	12.05	11.9	1980	11.55
10/29/2021	12.2	12.2	12.2	12.2	0	11.7
11/1/2021	12	12	12	12	50	11.5
11/3/2021	11.7	11.7	11.7	11.7	0	11.2
11/8/2021	11.7	11.75	11.75	11.7	290	11.2
11/9/2021	11.4	11.4	11.4	11.4	600	10.9
11/10/2021	11.4	11.38	11.4	11.38	650	10.9
11/15/2021	11.62	11.62	11.62	11.62	160	11.12
11/16/2021	11.62	12.05	12.1	11.62	630	11.12
11/17/2021	11.7	11.8	11.8	11.62	260	11.2
11/22/2021	11.49	11.6	11.6	11.47	90	10.99
11/23/2021	11.35	11.38	11.38	10.83	1500	10.85
11/24/2021	11.35	11.01	11.35	11.01	10	10.85
11/25/2021	12	11.35	12	11.35	100	11.5
11/26/2021	12	12	12	12	100	11.5
11/29/2021	12	11.65	12.2	11.65	210	11.5
11/30/2021	11.74	11.74	11.74	11.74	30	11.24
12/1/2021	12.32	12.33	12.33	11.96	190	11.82
12/2/2021	12	12	12	12	200	11.5
12/3/2021	12.33	12.36	12.36	12	230	11.83
12/6/2021	12.33	12.33	12.33	12.33	50	11.83
12/7/2021	12.2	12.2	12.2	12.2	20	11.7
12/9/2021	11.8	12.05	12.05	11.8	140	11.3
12/10/2021	12	12	12	12	0	11.5
12/13/2021	12.2	11.9	12.2	11.9	110	11.7
12/14/2021	11.48	11.48	11.48	11.48	0	10.98
12/16/2021	12.16	12.16	12.16	12.16	0	11.66
12/20/2021	11.45	12.19	12.5	11.45	9160	10.95
12/21/2021	12.13	12	12.13	12	90	11.63
12/22/2021	12.36	12.36	12.36	12.36	100	11.86
12/23/2021	12.5	12.7	12.7	12.5	20	12
12/27/2021	12.69	12.72	12.72	12	220	12.19
12/28/2021	12.1	12.5	12.5	12.1	3040	11.6
12/29/2021	12.72	12.73	12.73	12.2	80	12.22
12/30/2021	12.36	12.73	12.73	12.36	0	11.86
12/31/2021	12	12.36	12.36	12	50	11.5
1/3/2022	12.1	12.1	12.1	12.1	40	11.6
1/4/2022	12.69	12.02	12.69	12.02	10	12.19
1/6/2022	12	12	12	12	150	11.5
1/7/2022	11.99	11.99	11.99	11.99	10	11.49
1/11/2022	11.28	11.28	11.28	11.28	250	10.78
1/13/2022	11.11	11.11	11.11	11.11	0	10.61
1/14/2022	11.62	11.12	11.62	11.11	120	11.12
1/18/2022	11.97	11.62	11.99	11.62	80	11.47
1/19/2022	11.3	11.3	11.3	11.3	290	10.8
1/20/2022	11.96	11.31	11.96	11.31	100	11.46
1/22/2022	11.5	11.5	11.5	11.5	0	11
1/26/2022	11.33	11.33	11.34	11.33	100	10.83
1/27/2022	11.71	11.55	11.94	11.55	630	11.21
1/28/2022	11.5	11.5	11.5	11.5	0	11
1/31/2022	11.96	11.53	11.96	11.53	170	11.46
2/1/2022	11.92	11.96	11.96	11.92	340	11.42
2/3/2022	11.88	11.89	11.89	11.88	90	11.38
2/4/2022	11.65	11.65	11.65	11.65	10	11.15
2/7/2022	11.6	11.86	11.88	11.6	1100	11.1
2/8/2022	11.88	11.27	11.88	11.27	0	11.38
2/9/2022	11.84	11.84	11.84	11.84	40	11.34
2/10/2022	11.8	11.79	11.89	11.79	200	11.3
2/11/2022	12.19	11.88	12.19	11.88	5760	11.69
2/14/2022	12.33	12.12	12.33	12.08	230	11.83
2/15/2022	12.5	12.33	12.5	12.33	550	12
2/16/2022	12.5	12.5	12.5	12.5	0	12
2/18/2022	12.69	12.5	12.7	12.5	160	12.19
2/21/2022	12.95	12.68	12.99	12.68	330	12.45
2/22/2022	13.1	12.99	13.1	12.35	380	12.6
2/23/2022	13.24	13.21	13.25	13.21	470	12.74
2/24/2022	13.43	13.43	13.43	13.43	0	12.93
3/1/2022	13.19	13.43	13.45	13.19	100	12.69
3/2/2022	12.99	13	13	12.74	300	12.49
3/3/2022	13.44	13.43	13.43	13.43	30	12.94
3/4/2022	13.43	13.43	13.43	13.43	30	12.93
3/7/2022	13	13.17	13.2	13	340	12.5
3/8/2022	13.73	13.2	13.75	13.2	390	13.23
3/9/2022	13.72	13.72	13.72	13.72	80	13.22
3/11/2022	13.64	13.64	13.64	13.64	10	13.14
3/14/2022	13.4	13.4	13.4	13.4	0	12.9
3/16/2022	13.3	13.3	13.3	13.3	100	12.8
3/21/2022	13.23	13.22	13.23	13	480	12.73
3/22/2022	13.15	13.15	13.15	13.15	60	12.65
3/23/2022	13.23	13.23	13.23	13.23	0	12.73
3/24/2022	13.23	13.22	13.23	13.22	10	12.73
3/28/2022	13.2	13.2	13.2	13.2	0	12.7
3/29/2022	13.23	13.23	13.23	13.23	0	12.73
3/30/2022	13.23	13.23	13.23	13.23	0	12.73
3/31/2022	13.4	13.23	13.85	13.23	2720	12.9
4/1/2022	13.4	13.4	13.4	13.4	10	12.9
4/4/2022	13.3	13.16	13.3	13.16	300	12.8
4/5/2022	13.4	13.29	13.4	13.2	1240	12.9
4/6/2022	13.4	13.39	13.4	13.2	110	12.9
4/7/2022	13.4	13.4	13.4	13.4	0	12.9
4/8/2022	13.39	13.39	13.39	13.3	50	12.89
4/11/2022	13.21	13.22	13.37	13.21	260	12.71
4/12/2022	13.5	13.38	13.5	13.38	610	13
4/14/2022	13.9	13.5	13.9	13.5	150	13.4
4/15/2022	13.25	13.25	13.6	13.25	5170	12.75
4/18/2022	13.75	13.28	13.75	13.23	100	13.25
4/19/2022	13.75	13.75	13.75	13.75	300	13.25
4/20/2022	13.8	13.3	13.8	13.3	70	13.3
4/21/2022	13.6	13.7	13.7	13.6	40	13.1
4/22/2022	13.5	13.5	13.5	13.5	10	13
4/25/2022	13.31	13.31	13.31	13.31	370	12.81
4/26/2022	13.6	13.59	13.6	13.32	520	13.1
4/27/2022	14	13.59	14	13.3	1480	13.5
4/28/2022	13.77	13.5	13.77	13.5	160	13.27
4/29/2022	13.99	13.99	13.99	13.99	60	13.49
5/4/2022	13.99	13.99	13.99	13.99	0	13.49
5/5/2022	13.89	13.9	13.99	13.89	280	13.39
5/10/2022	13.89	13.85	13.99	13.85	1450	13.39
5/11/2022	13.85	13.99	13.99	13.8	660	13.35
5/12/2022	13.8	13.98	13.98	13.8	940	13.3
5/13/2022	13.72	13.72	13.72	13.72	1330	13.22
5/16/2022	13.72	13.6	13.72	13.6	210	13.22
5/17/2022	13.7	13.7	13.7	13.7	400	13.2
5/18/2022	13.7	13.7	13.7	13.7	1420	13.2
5/19/2022	13.8	13.7	13.98	13.51	710	13.3
5/20/2022	13.79	13.5	13.79	13.5	60	13.29
5/23/2022	13.94	13.98	13.98	13.84	10290	13.44
5/24/2022	13.5	13.5	13.5	13.5	0	13
5/25/2022	13.76	13.5	13.77	13.5	1080	13.26
5/26/2022	13.45	13.43	13.45	13.43	530	12.95
5/27/2022	13.71	13.71	13.71	13.71	0	12.51
6/6/2022	13.5	13.5	13.5	13.5	90	12.3
6/8/2022	13.21	13.21	13.21	13.21	100	12.01
6/9/2022	13.21	13.21	13.5	13.21	110	12.01
6/10/2022	13.3	13.21	13.5	13.21	750	12.1
6/14/2022	13.3	13.3	13.3	13.3	0	12.1
6/16/2022	13.5	13.5	13.5	13.5	250	12.3
6/17/2022	13.7	13.7	13.7	13.7	0	12.5
6/21/2022	13.9	13.9	13.9	13.9	0	12.7
6/22/2022	13.9	13.9	13.9	13.9	790	12.7
6/24/2022	13.5	13.5	13.5	13.3	10	12.3
6/27/2022	13.59	13.89	13.89	13.58	10	12.39
6/28/2022	13.5	13.5	13.5	13.5	10	12.3
7/4/2022	13.9	13.9	13.9	13.9	0	12.7
7/5/2022	13.9	13.35	13.9	13.35	270	12.7
7/6/2022	13.5	13.7	13.89	13.5	1320	12.3
7/7/2022	13.85	13.85	13.85	13.6	50	12.65
7/8/2022	13.55	13.52	13.85	13.52	160	12.35
7/11/2022	13.75	13.75	13.75	13.52	20	12.55
7/12/2022	13.85	13.74	13.85	13.74	40	12.65
7/14/2022	13.55	13.55	13.55	13.55	80	12.35
7/15/2022	13.8	13.8	13.8	13.8	0	12.6
7/18/2022	13.78	13.7	13.78	13.7	30	12.58
7/19/2022	13.79	13.51	13.79	13.51	440	12.59
7/20/2022	13.78	13.78	13.83	13.78	160	12.58
7/21/2022	13.83	13.83	13.83	13.83	0	12.63
7/22/2022	13.78	13.57	13.78	13.57	0	12.58
7/28/2022	13.7	13.56	13.7	13.56	320	12.5
8/1/2022	13.6	13.78	13.78	13.6	500	12.4
8/2/2022	13.78	13.57	13.78	13.57	20	12.58
8/3/2022	13.6	13.6	13.6	13.6	200	12.4
8/4/2022	13.69	13.69	13.69	13.69	0	12.49
8/8/2022	13.75	13.78	13.78	13.69	10	12.55
8/9/2022	13.77	13.77	13.77	13.77	0	12.57
8/11/2022	13.57	13.57	13.57	13.57	10	12.37
8/12/2022	13.5	13.5	13.5	13.5	210	12.3
8/17/2022	13.6	13.45	13.6	13.45	160	12.4
8/18/2022	13.6	13.6	13.6	13.6	0	12.4
8/22/2022	13.78	13.78	13.78	13.78	0	12.58
8/25/2022	13.78	13.78	13.78	13.78	30	12.58
8/26/2022	13.8	13.8	13.8	13.8	0	12.6
8/29/2022	13.83	13.83	13.83	13.83	0	12.63
9/2/2022	13.35	13.6	13.6	13.35	460	12.15
9/5/2022	13.85	13.85	13.85	13.85	0	12.65
9/6/2022	13.6	13.6	13.6	13.58	170	12.4
9/7/2022	13.58	13.58	13.58	13.58	220	12.38
9/9/2022	13.58	13.58	13.58	13.58	10	12.38
9/12/2022	13.58	13.75	13.75	13.58	3620	12.38
9/14/2022	13.5	13.5	13.5	13.4	320	12.3
9/15/2022	13.35	13.35	13.35	13.35	50	12.15
9/19/2022	13.8	13.5	13.85	13.5	270	12.6
9/20/2022	13.8	13.85	13.85	13.8	130	12.6
9/21/2022	13.5	13.53	13.53	13.49	350	12.3
9/22/2022	13.3	13.3	13.3	13.3	50	12.1
9/23/2022	13.4	13.02	13.84	13.01	830	12.2
9/26/2022	13.39	13.63	13.63	13	300	12.19
9/27/2022	13.29	13.29	13.3	13.19	80	12.09
9/28/2022	13.25	13.25	13.25	13.25	100	12.05
9/29/2022	13.3	13.15	13.3	13.15	130	12.1
9/30/2022	13.29	13.1	13.29	13.1	130	12.09
10/3/2022	13.72	13.73	13.73	13.72	10	12.52
10/4/2022	13.1	13.2	13.2	13.1	210	11.9
10/5/2022	13	13	13	13	510	11.8
10/6/2022	13.2	13.2	13.2	13	300	12
10/7/2022	13.2	13.05	13.2	13.05	170	12
10/10/2022	13.2	13.05	13.2	13.05	10	12
10/12/2022	13.2	13.2	13.2	13.2	260	12
10/13/2022	13.29	13.3	13.3	13.2	70	12.09
10/14/2022	13.29	13.29	13.3	13.28	160	12.09
10/17/2022	13.52	13.29	13.79	13.29	450	12.32
10/18/2022	13.5	13.11	13.5	13.11	790	12.3
10/19/2022	13.5	13	13.77	13	530	12.3
10/21/2022	13.49	13.49	13.49	13.49	20	12.29
10/24/2022	13.4	13.49	13.49	13.4	20	12.2
10/25/2022	13.3	13.2	13.3	13.2	430	12.1
10/27/2022	13.2	13.2	13.2	13.1	10	12
10/28/2022	13.11	13.11	13.3	13.1	520	11.91
10/31/2022	13.25	13.25	13.25	13.25	10	12.05
11/1/2022	13.25	13.25	13.25	13.25	10	12.05
11/2/2022	13.2	13.2	13.2	13.1	20	12
11/3/2022	13.3	13.1	13.3	13.1	750	12.1
11/4/2022	13.1	13.1	13.11	13.1	540	11.9
11/7/2022	13.07	13.11	13.3	13.07	100	11.87
11/8/2022	13.19	13.15	13.2	13.15	330	11.99
11/9/2022	13.3	13.2	13.3	13.2	160	12.1
11/10/2022	13.15	13.15	13.29	13.15	490	11.95
11/11/2022	13.05	13.15	13.15	13.05	760	11.85
11/14/2022	13.3	13.05	13.3	13.05	10	12.1
11/15/2022	13.3	13.3	13.3	13.3	0	12.1
11/16/2022	13.24	13.24	13.24	13.24	0	12.04
11/17/2022	13.08	13.2	13.24	13.08	210	11.88
11/18/2022	13.49	13.49	13.49	13.49	0	12.29
11/21/2022	13.15	13.49	13.49	13.15	290	11.95
11/22/2022	13.75	13.49	13.75	13.49	30	12.55
11/23/2022	13.4	13.3	13.4	13.3	130	12.2
11/24/2022	13.4	13.2	13.4	13.2	10	12.2
11/25/2022	13.76	13.3	13.8	13.25	23200	12.56
12/7/2022	13.7	13.7	13.7	13.16	150	12.5
12/13/2022	13.75	13.75	13.75	13.75	0	12.55
12/22/2022	13.7	13.69	13.7	13.69	20	12.5
1/2/2023	13.7	13.7	13.7	13.7	80	12.5
1/3/2023	13.6	13.65	13.65	13.59	1190	12.4
1/4/2023	13.59	13.01	13.59	13.01	490	12.39
1/6/2023	13.58	13.58	13.58	13.58	120	12.38
1/11/2023	13.58	13.58	13.58	13.58	130	12.38
1/16/2023	13.31	13.31	13.31	13.31	830	12.11
1/17/2023	13.15	13.15	13.15	13.15	50	11.95
1/20/2023	13.69	13.6	13.7	13.6	1090	12.49
1/23/2023	13.69	13.69	13.69	13.69	60	12.49
1/25/2023	13.75	12.9	13.75	12.9	60	12.55
2/7/2023	13.48	13.48	13.48	13.48	10	12.28
2/9/2023	13.48	13.48	13.48	13.48	240	12.28
2/10/2023	13.48	13.48	13.48	13.48	360	12.28
2/13/2023	13.47	13.48	13.48	13.47	840	12.27
2/14/2023	13.01	13.01	13.01	13.01	10	11.81
2/17/2023	13.2	13.2	13.2	13.2	500	12
2/21/2023	13.2	13.2	13.2	13.2	500	12
2/24/2023	13.35	13.35	13.35	13.35	0	12.15
3/3/2023	13.1	13.35	13.35	13.1	380	11.9
3/6/2023	13.61	13.61	13.61	13.61	10	12.41
3/7/2023	13.61	13.61	13.61	13.61	100	12.41
3/8/2023	13.3	13.3	13.3	13.3	1500	12.1
3/9/2023	13.3	13.3	13.3	13.3	450	12.1
3/13/2023	13.3	13.3	13.3	13.3	620	12.1
3/17/2023	13.4	13.4	13.4	13.4	400	12.2
3/21/2023	13.4	13.4	13.4	13.4	0	12.2
3/22/2023	13.75	13.61	13.82	13.61	9090	12.55
3/23/2023	13.74	13.75	13.75	13.74	4680	12.54
3/24/2023	13.75	13.85	13.85	13.7	3910	12.55
3/27/2023	13.74	13.71	13.84	13.71	9660	12.54
3/28/2023	13.7	13.99	13.99	13.7	9390	12.5
3/29/2023	13.79	13.8	13.89	13.79	15450	12.59
3/30/2023	14	14.1	14.1	13.9	12870	12.8
3/31/2023	14.3	13.98	14.3	13.98	9260	13.1
4/3/2023	14.1	14.57	14.57	14.1	530	12.9
4/4/2023	14.58	14.1	14.58	14.1	3850	13.38
4/5/2023	15	14.6	15	14.6	5960	13.8
4/6/2023	15	15.28	15.28	15	970	13.8
4/7/2023	14.7	14.53	14.98	14.53	40	13.5
4/10/2023	14.72	14.8	14.8	14.7	4250	13.52
4/11/2023	14.58	14.7	14.73	14.55	1810	13.38
4/12/2023	14.95	15	15	14.95	1020	13.75
4/13/2023	15	15	15	15	2020	13.8
4/14/2023	15	14.7	15	14.7	890	13.8
4/17/2023	15	14.99	15	14.99	1880	13.8
4/18/2023	14.99	14.99	14.99	14.99	4300	13.79
4/19/2023	14.99	14.99	14.99	14.99	3140	13.79
4/20/2023	15.3	15	15.3	15	1860	14.1
4/24/2023	16	15.59	16.21	15.49	1130	14.8
4/25/2023	16	16	16	15.96	2020	14.8
4/26/2023	16	16.5	16.5	16	1730	14.8
4/27/2023	16	16	16	16	700	14.8
4/28/2023	16	16	16	15.86	2780	14.8
5/2/2023	16	16	16	15.9	2400	14.8
5/3/2023	16.4	15.91	16.4	15.7	2370	15.2
5/4/2023	16.32	17	17	16.32	10	15.12
5/5/2023	16.2	16	16.2	15.9	3880	15
5/8/2023	16	16.5	16.5	16	300	14.8
5/9/2023	16.61	16.61	16.61	16.61	0	15.41
5/10/2023	16.35	16.39	16.39	16.02	320	15.15
5/11/2023	16.9	16.01	16.9	16.01	3090	15.7
5/12/2023	17	16.5	17.5	16.5	1210	15.8
5/15/2023	17.3	16.9	17.3	16.9	1550	16.1
5/16/2023	16.92	17.64	17.64	16.92	2160	15.72
5/17/2023	17.16	17.16	17.16	17.16	90	15.96
5/18/2023	17.15	17.25	17.25	17	690	15.95
5/19/2023	17	17.15	17.15	17	140	15.8
5/22/2023	17	17	17	16.7	1870	15.8
5/23/2023	17.25	17.24	17.25	16.7	1400	16.05
5/24/2023	17.25	17.2	17.25	16.9	2390	16.05
5/25/2023	16	16.38	16.38	16	1220	14.8
5/26/2023	16	15.95	16	15.5	3050	14.8
5/29/2023	15.59	16	16.2	15.58	920	14.39
5/30/2023	15.85	16	16	15.5	2090	14.65
5/31/2023	15.85	15.5	15.85	15.5	510	14.35
