Date	Close	Open	High	Low	Volume	Adj Close
4/19/2017	17	17.09	17.09	17	1460	15.6
4/20/2017	17.25	17	17.25	17	50	15.85
4/21/2017	17.42	17.5	17.5	17	580	16.02
4/24/2017	17.41	17.42	17.42	17.41	30	16.01
4/25/2017	17.77	17.14	17.77	17	640	16.37
4/26/2017	17.31	17.85	17.85	17.31	410	15.91
4/27/2017	17.31	17.31	17.31	17.14	1660	15.91
4/28/2017	17.31	17.31	17.31	17.31	1210	15.91
5/2/2017	17.31	17.31	17.31	17.31	390	15.91
5/4/2017	17.31	17.31	17.31	17.31	10	15.91
5/5/2017	17.19	17.34	17.34	17.19	340	15.79
5/8/2017	17.34	17.19	17.34	17.19	190	15.94
5/9/2017	17.43	17.55	17.55	17.43	130	16.03
5/10/2017	17.59	17.3	17.59	17.3	370	16.19
5/11/2017	17.66	17.66	17.66	17.65	330	16.26
5/12/2017	17.68	17.66	17.68	17.65	240	16.28
5/15/2017	17.68	17.68	17.93	17.68	100	16.28
5/16/2017	17.68	17.68	17.68	17.68	180	16.28
5/19/2017	17.68	17.68	17.68	17.68	150	16.28
5/22/2017	17.46	17.46	17.46	17.46	180	16.06
5/23/2017	17.47	17.46	17.84	17.46	240	16.07
5/24/2017	17.85	17.64	17.93	17.64	460	16.45
5/25/2017	17.76	18.11	18.21	17.74	140	16.36
5/26/2017	17.49	17.49	17.49	17.49	250	16.09
5/29/2017	17.49	17.84	17.84	17.43	2080	16.09
5/30/2017	17.49	17.48	17.93	17.48	40	16.09
5/31/2017	17.55	17.55	17.55	17.55	600	16.15
6/1/2017	17.59	17.68	17.68	17.55	1160	16.19
6/2/2017	17.59	17.59	17.59	17.59	510	16.19
6/5/2017	17.59	17.59	17.59	17.59	60	16.19
6/6/2017	17.51	17.59	17.59	17.51	670	16.11
6/7/2017	17.51	17.51	17.51	17.51	160	16.11
6/8/2017	17.51	17.52	17.52	17.51	2440	16.11
6/9/2017	17.51	17.51	17.51	17.43	390	16.11
6/12/2017	17.51	17.51	17.51	17.51	60	16.11
6/13/2017	17.51	17.82	17.83	17.43	2470	16.11
6/14/2017	17.82	17.52	17.82	17.43	3820	16.42
6/15/2017	17.77	17.82	17.82	17.43	260	16.37
6/16/2017	17.82	17.77	17.82	17.76	940	16.42
6/19/2017	17.96	17.82	17.96	17.82	560	16.56
6/20/2017	17.9	17.95	17.95	17.9	390	16.5
6/21/2017	18.11	17.96	18.11	17.77	620	16.71
6/22/2017	18.11	18.11	18.11	18.1	1180	16.71
6/23/2017	18.12	18.12	18.12	18.12	120	16.72
6/28/2017	18.19	18.19	18.19	18.11	810	16.79
6/29/2017	17.09	17.09	17.09	17.09	30	15.69
6/30/2017	17	17.09	17.09	17	1530	15.6
7/3/2017	17	17	17	17	120	15.6
7/4/2017	17.09	17	17.09	16.99	510	15.69
7/5/2017	17.09	17.09	17.09	17.09	10	15.69
7/6/2017	17.09	17.42	17.42	17.09	510	15.69
7/7/2017	17.1	17.1	17.1	17.1	90	15.7
7/10/2017	17.51	17.51	17.51	17.51	120	16.11
7/11/2017	17.61	17.61	17.61	17.61	50	16.21
7/12/2017	17.56	17.57	17.58	17.55	120	16.16
7/19/2017	17.56	17.56	17.56	17.56	220	16.16
7/20/2017	17.61	17.61	17.61	17.25	1220	16.21
7/21/2017	18.01	18.13	18.13	18.01	310	16.61
7/24/2017	17.8	18.01	18.01	17.8	460	16.4
7/26/2017	17.8	17.7	17.8	17.7	190	16.4
7/27/2017	17.27	17.27	17.27	17.27	220	15.87
7/28/2017	17	17	17	17	530	15.6
7/31/2017	18.03	17.51	18.03	17.5	350	16.63
8/1/2017	17.6	17.8	17.8	17.6	10	16.2
8/3/2017	17.79	17.79	17.79	17.79	10	16.39
8/4/2017	17.79	17.79	17.79	17.79	130	16.39
8/7/2017	17.79	18	18	17.79	100	16.39
8/8/2017	17.79	17.79	17.79	17.79	30	16.39
8/9/2017	17.61	17.6	17.61	17.6	410	16.21
8/10/2017	18.12	18.12	18.12	17.6	180	16.72
8/14/2017	18.13	18.08	18.13	18.08	500	16.73
8/15/2017	18.22	18.22	18.25	18.22	690	16.82
8/16/2017	18.12	18.22	18.22	18.12	1910	16.72
8/17/2017	18.12	18.12	18.12	18.12	570	16.72
8/18/2017	17.91	18	18	17.91	240	16.51
8/23/2017	17.91	17.91	17.91	17.91	50	16.51
8/24/2017	17.91	17.91	17.91	17.91	320	16.51
8/30/2017	17.91	17.95	17.95	17.91	1450	16.51
8/31/2017	17.8	17.9	17.9	17.8	120	16.4
9/4/2017	18	17.8	18	17.79	2030	16.6
9/5/2017	17.95	17.95	17.95	17.95	2500	16.55
9/6/2017	17.9	17.9	17.9	17.89	2020	16.5
9/7/2017	17.97	17.95	17.97	17.95	1310	16.57
9/8/2017	17.99	17.97	17.99	17.97	150	16.59
9/11/2017	17.9	17.9	17.9	17.9	90	16.5
9/12/2017	17.9	17.9	17.9	17.8	60	16.5
9/15/2017	17.52	17.8	17.8	17.52	100	16.12
9/18/2017	17.54	17.53	17.54	17.53	190	16.14
9/19/2017	17.55	17.55	17.55	17.55	50	16.15
9/22/2017	17.58	17.58	17.58	17.58	30	16.18
9/26/2017	17.58	17.8	17.8	17.58	460	16.18
9/27/2017	17.58	17.7	17.7	17.57	400	16.18
9/28/2017	17.98	17.58	17.98	17.58	80	16.58
9/29/2017	17.99	17.6	17.99	17.6	10	16.59
10/3/2017	17.6	17.6	17.6	17.6	30	16.2
10/4/2017	17.6	17.6	17.6	17.6	40	16.2
10/5/2017	17.4	17.51	17.51	17.4	30	16
10/6/2017	17.5	17.5	17.5	17.5	120	16.1
10/9/2017	17.98	17.5	17.98	17.5	90	16.58
10/10/2017	17.6	17.5	17.6	17.5	300	16.2
10/11/2017	17.99	17.6	17.99	17.6	360	16.59
10/13/2017	17.61	17.61	17.61	17.61	30	16.21
10/16/2017	17.6	17.62	17.62	17.6	2470	16.2
10/17/2017	17.6	17.6	17.62	17.6	910	16.2
10/19/2017	17.62	17.7	17.7	17.62	50	16.22
10/20/2017	17.6	17.62	17.62	17.6	290	16.2
10/23/2017	17.59	17.6	17.6	17.58	290	16.19
10/24/2017	17.59	17.59	17.59	17.5	130	16.19
10/25/2017	17.55	17.55	17.55	17.55	30	16.15
10/27/2017	17.62	17.55	17.62	17.55	30	16.22
10/30/2017	17.4	17.4	17.4	17.4	210	16
10/31/2017	17.62	17.41	17.62	17.41	20	16.22
11/2/2017	17.55	17.4	17.55	17.4	270	16.15
11/3/2017	17.54	17.54	17.54	17.54	0	16.14
11/6/2017	17.7	17.61	17.7	17.61	2980	16.3
11/7/2017	17.4	17.5	17.7	17.2	1900	16
11/9/2017	17.69	17.48	17.69	17.47	500	16.29
11/10/2017	17.51	17.51	17.51	17.51	60	16.11
11/13/2017	17.55	17.51	17.55	17.51	310	16.15
11/14/2017	17.69	17.45	17.69	17.45	170	16.29
11/15/2017	17.55	17.53	17.55	17.53	500	16.15
11/16/2017	17.55	17.55	17.55	17.5	1290	16.15
11/17/2017	17.51	17.69	17.69	17.51	1810	16.11
11/20/2017	17.51	17.51	17.51	17.51	1140	16.11
11/21/2017	17.5	17.5	17.5	17.5	190	16.1
11/22/2017	17.5	17.5	17.5	17.5	1030	16.1
11/23/2017	17.5	17.5	17.5	17.5	320	16.1
11/24/2017	17.69	17.5	17.69	17.5	1270	16.29
11/27/2017	17.6	17.6	17.6	17.6	30	16.2
11/28/2017	17.68	17.69	17.69	17.6	2960	16.28
11/29/2017	17.7	17.6	17.7	17.6	610	16.3
11/30/2017	17.7	17.61	17.7	17.61	2100	16.3
12/4/2017	17.97	17.7	17.97	17.7	470	16.57
12/5/2017	17.9	17.9	17.9	17.9	30	16.5
12/6/2017	18	17.9	18	17.9	770	16.6
12/7/2017	17.9	17.9	17.9	17.9	1200	16.5
12/8/2017	17.8	17.83	17.83	17.8	740	16.4
12/11/2017	17.7	18	18	17.7	4830	16.3
12/12/2017	17.7	17.7	17.71	17.7	30	16.3
12/13/2017	17.97	17.71	17.97	17.7	310	16.57
12/18/2017	17.8	17.8	17.8	17.8	570	16.4
12/19/2017	17.6	17.55	17.6	17.55	1410	16.2
12/20/2017	17.97	17.9	17.97	17.9	50	16.57
12/21/2017	17.6	17.6	17.61	17.6	1630	16.2
12/22/2017	17.85	17.61	17.85	17.61	50	16.45
12/26/2017	17.84	17.8	17.85	17.66	1720	16.44
12/27/2017	17.96	17.84	17.96	17.7	110	16.56
12/29/2017	17.72	17.74	17.74	17.72	390	16.32
1/2/2018	17.88	17.93	17.93	17.88	200	16.48
1/3/2018	17.71	17.71	17.71	17.71	220	16.31
1/4/2018	17.76	17.89	17.89	17.75	690	16.36
1/5/2018	17.8	17.8	17.8	17.78	570	16.4
1/8/2018	17.78	17.79	17.79	17.72	480	16.38
1/9/2018	17.75	17.84	17.85	17.74	540	16.35
1/10/2018	17.8	17.75	17.8	17.75	40	16.4
1/11/2018	18.2	17.76	18.2	17.76	1000	16.8
1/12/2018	17.81	17.83	17.83	17.81	90	16.41
1/15/2018	17.81	17.81	17.81	17.81	100	16.41
1/16/2018	17.9	17.83	17.9	17.83	130	16.5
1/17/2018	18.2	17.83	18.2	17.82	350	16.8
1/18/2018	17.85	18	18	17.85	610	16.45
1/19/2018	17.85	17.86	17.86	17.85	750	16.45
1/22/2018	17.86	17.82	17.86	17.8	750	16.46
1/23/2018	17.86	17.95	17.95	17.86	80	16.46
1/24/2018	17.9	17.9	18.16	17.9	1910	16.5
1/25/2018	18.14	17.95	18.14	17.8	2810	16.74
1/26/2018	17.94	17.94	17.94	17.94	60	16.54
1/29/2018	18	17.85	18	17.85	2160	16.6
1/30/2018	17.94	17.94	17.94	17.94	10	16.54
1/31/2018	17.93	17.85	17.93	17.85	1110	16.53
2/1/2018	17.95	17.93	17.95	17.93	2810	16.55
2/2/2018	18	18	18	18	1240	16.6
2/5/2018	17.95	18	18	17.9	1650	16.55
2/6/2018	17.9	17.95	18	17.9	740	16.5
2/7/2018	17.85	17.9	17.9	17.85	710	16.45
2/8/2018	17.85	17.84	17.85	17.84	680	16.45
2/12/2018	17.85	17.85	17.85	17.85	380	16.45
2/13/2018	18	18	18.15	18	670	16.6
2/14/2018	18	18	18	18	1180	16.6
2/15/2018	17.9	17.9	18	17.9	590	16.5
2/16/2018	17.9	17.9	17.9	17.9	240	16.5
2/19/2018	17.99	17.99	18	17.99	550	16.59
2/20/2018	17.99	17.95	17.99	17.95	50	16.59
2/21/2018	17.99	17.85	18	17.85	890	16.59
2/22/2018	18	18	18	18	1280	16.6
2/23/2018	18.15	18.15	18.15	18.15	260	16.75
2/26/2018	18	17.81	18	17.81	210	16.6
2/27/2018	17.82	17.82	17.82	17.82	5730	16.42
3/1/2018	17.98	17.98	18	17.98	1830	16.58
3/2/2018	18	17.81	18	17.81	530	16.6
3/5/2018	17.9	18	18	17.9	2830	16.5
3/6/2018	17.6	17.83	17.83	17.6	5430	16.2
3/7/2018	17.99	17.99	17.99	17.99	50	16.59
3/8/2018	18	17.9	18	17.9	1840	16.6
3/9/2018	18	18	18	18	1300	16.6
3/12/2018	18.17	17.99	18.17	17.99	3040	16.77
3/13/2018	18.17	18.17	18.17	18.17	430	16.77
3/14/2018	18	18	18	18	1000	16.6
3/15/2018	18	18	18	18	1000	16.6
3/16/2018	17.98	17.98	17.98	17.98	630	16.58
3/19/2018	18	17.98	18	17.98	570	16.6
3/21/2018	18	18	18	18	200	16.6
3/22/2018	18	17.81	18	17.8	1550	16.6
3/26/2018	18.01	18	18.01	18	1120	16.61
3/27/2018	18.01	18	18.01	18	1710	16.61
3/28/2018	18.16	18.1	18.16	18	870	16.76
3/29/2018	18.29	18.29	18.29	18.29	0	16.89
3/30/2018	18.29	18.29	18.47	18.1	740	16.89
4/2/2018	18.29	18.29	18.29	18.29	130	16.89
4/3/2018	18.68	18.32	18.68	18.32	190	17.28
4/4/2018	18.21	18.3	18.4	18.2	720	16.81
4/5/2018	18.49	18.12	18.5	18.12	650	17.09
4/6/2018	19.09	19.19	19.2	19.09	1430	17.69
4/11/2018	18.5	18.5	18.5	18.5	100	17.1
4/13/2018	18.52	18.52	18.52	18.3	3880	17.12
4/16/2018	18.52	18.41	18.52	18.4	270	17.12
4/17/2018	18.52	18.46	18.52	18.45	610	17.12
4/18/2018	18.6	18.75	18.75	18.6	290	17.2
4/19/2018	18.6	18.6	18.6	18.5	930	17.2
4/20/2018	18.6	18.6	18.6	18.6	550	17.2
4/23/2018	18.8	18.75	18.89	18.75	80	17.4
4/24/2018	18.82	18.82	18.82	18.82	10	17.42
4/25/2018	18.62	18.75	18.9	18.62	150	17.22
4/26/2018	18.71	18.59	18.8	18.59	80	17.31
4/27/2018	18.8	18.8	18.8	18.8	20	17.4
4/30/2018	18.58	18.58	18.58	18.58	30	17.18
5/2/2018	18.58	18.58	18.58	18.58	240	17.18
5/3/2018	18.6	18.2	18.6	18.2	630	17.2
5/4/2018	18.45	18.13	18.45	18.13	500	17.05
5/7/2018	18.45	18.45	18.45	18.45	160	17.05
5/8/2018	18.45	18.04	18.5	18.04	80	17.05
5/9/2018	18.45	18.74	18.74	18.18	220	17.05
5/10/2018	18.63	18.63	18.63	18.63	30	17.23
5/11/2018	18.65	18.8	18.8	18.5	50	17.25
5/14/2018	18.65	18.41	18.65	18.41	20	17.25
5/15/2018	18.65	18.6	18.7	18.6	700	17.25
5/16/2018	18.65	18.75	18.77	18.61	1030	17.25
5/17/2018	18.75	18.65	18.78	18.65	340	17.35
5/18/2018	18.65	18.75	18.75	18.65	50	17.25
5/21/2018	18.89	18.65	18.89	18.65	300	17.49
5/22/2018	18.89	18.88	18.89	18.88	130	17.49
5/24/2018	18.88	18.87	18.88	18.65	2470	17.48
5/25/2018	18.89	18.6	18.89	18.6	3720	17.49
5/28/2018	19	19	19	19	20	17.6
5/29/2018	19.2	18.89	19.2	18.89	820	17.8
5/30/2018	19.14	19.19	19.19	19.01	60	17.74
5/31/2018	19.14	18.9	19.14	18.9	30	17.74
6/1/2018	19	19.1	19.1	19	90	17.6
6/4/2018	19	19.3	19.3	19	100	17.6
6/5/2018	19	19	19	19	1350	17.6
6/6/2018	19.1	19.09	19.1	19.09	710	17.7
6/7/2018	19.1	19.1	19.1	19.1	250	17.7
6/8/2018	19.24	19.24	19.24	19.24	30	17.84
6/11/2018	19.49	19.22	19.49	19.22	140	18.09
6/12/2018	19.49	19.35	19.49	19.35	260	18.09
6/13/2018	19.3	19.32	19.32	19.3	40	17.9
6/18/2018	19.2	19.2	19.2	19.2	10	17.8
6/19/2018	19.3	19.3	19.3	19.25	210	17.9
6/20/2018	19.2	19.4	19.4	19.2	10390	17.8
6/22/2018	19.2	19.2	19.2	19.2	1000	17.8
6/25/2018	19.11	19.02	19.3	19.02	830	17.71
6/26/2018	19.4	19.4	19.4	19.4	1790	18
6/27/2018	18.45	18.21	18.6	18.21	540	17.25
6/28/2018	18.59	18.4	18.59	18.4	160	17.39
6/29/2018	18.59	18.59	18.59	18.59	400	17.39
7/3/2018	18.4	18.4	18.4	18.4	50	17.2
7/4/2018	18.5	18.2	18.5	18.2	660	17.3
7/5/2018	18	18.11	18.11	18	170	16.8
7/9/2018	18.39	18.39	18.39	18.39	70	17.19
7/10/2018	18.2	18.2	18.2	18.2	20	17
7/11/2018	18.2	18.2	18.2	18.2	310	17
7/12/2018	18.2	18.2	18.39	18.2	2530	17
7/13/2018	18.2	18.2	18.2	18.2	4500	17
7/16/2018	18.2	18.2	18.2	18.2	1660	17
7/17/2018	18.2	18.2	18.2	18.2	840	17
7/18/2018	18.07	18.02	18.2	18.02	630	16.87
7/23/2018	18.06	18.08	18.08	18.06	270	16.86
7/26/2018	18.17	18.1	18.17	18.1	1080	16.97
7/27/2018	18.2	18.1	18.2	18.1	1030	17
7/31/2018	18.2	18.16	18.2	18.16	750	17
8/3/2018	18.48	18.5	18.5	18.48	250	17.28
8/6/2018	18.21	18.21	18.21	18.21	2000	17.01
8/7/2018	18.4	18.48	18.48	18.21	1530	17.2
8/8/2018	18.4	18.3	18.49	18.22	6200	17.2
8/9/2018	18.22	18.4	18.5	18.22	7200	17.02
8/10/2018	18.21	18.49	18.49	18.2	1140	17.01
8/14/2018	18.18	18.18	18.18	18.18	100	16.98
8/15/2018	18.2	18.18	18.48	18.18	2250	17
8/16/2018	18.2	18.48	18.48	18.2	1010	17
8/17/2018	18.2	18.2	18.2	18.2	790	17
8/20/2018	18.16	18.48	18.48	18.16	20	16.96
8/23/2018	17.93	17.94	17.94	17.93	380	16.73
8/28/2018	17.9	17.9	17.9	17.9	220	16.7
8/29/2018	17.71	17.71	17.71	17.71	10	16.51
9/3/2018	17.8	17.8	17.8	17.8	330	16.6
9/4/2018	17.8	17.8	17.8	17.8	40	16.6
9/5/2018	17.8	17.8	17.81	17.8	1010	16.6
9/6/2018	17.9	17.9	17.9	17.9	300	16.7
9/13/2018	17.9	17.9	17.9	17.9	330	16.7
9/14/2018	17.9	17.9	17.9	17.9	110	16.7
9/17/2018	17.8	17.8	17.8	17.8	630	16.6
9/21/2018	18	18	18	18	60	16.8
9/25/2018	18.2	17.65	18.2	17.5	100	17
10/4/2018	18.17	18.16	18.17	18.16	30	16.97
10/5/2018	18.17	18.17	18.17	18.17	0	16.97
10/8/2018	18.17	17.66	18.17	17.66	60	16.97
10/9/2018	18.17	18.17	18.17	18.17	0	16.97
10/10/2018	17.63	17.63	17.63	17.63	150	16.43
10/11/2018	17.63	17.63	17.63	17.63	170	16.43
10/19/2018	17.13	17.2	17.2	17.12	120	15.93
10/24/2018	17.12	17.12	17.12	17.12	40	15.92
10/26/2018	17.63	17.63	17.63	17.63	10	16.43
10/29/2018	17.5	17.5	17.5	17.5	710	16.3
10/30/2018	17.49	17.49	17.49	17.49	30	16.29
10/31/2018	17	17	17	17	10	15.8
11/5/2018	17.49	17.49	17.49	17.49	0	16.29
11/6/2018	17.5	17.49	17.5	17.49	1000	16.3
11/9/2018	17.44	16.98	17.44	16.98	110	16.24
11/14/2018	17.49	17.49	17.49	17.49	20	16.29
11/16/2018	17	17	17	17	50	15.8
11/19/2018	17.45	17.45	17.45	17.45	10	16.25
11/21/2018	17.42	17.45	17.45	17.42	210	16.22
11/22/2018	16.9	16.95	16.95	16.9	120	15.7
11/23/2018	17.36	17.36	17.36	17.36	0	16.16
11/26/2018	17.48	17.36	17.48	17.36	30	16.28
11/28/2018	17.45	17.46	17.46	17.01	1040	16.25
11/29/2018	17.3	17.31	17.31	17.3	30	16.1
12/4/2018	16.8	16.9	16.9	16.8	290	15.6
12/6/2018	16.99	16.99	16.99	16.99	10	15.79
12/7/2018	16.85	16.6	16.85	16.6	310	15.65
12/10/2018	16.59	17.2	17.2	16.59	190	15.39
12/11/2018	16.55	16.44	16.55	16.42	170	15.35
12/12/2018	16.6	16.56	16.61	16.56	110	15.4
12/13/2018	16.55	16.55	16.55	16.55	10	15.35
12/18/2018	16.3	16.5	16.5	16.3	500	15.1
12/19/2018	16.54	16.54	16.54	16.54	650	15.34
12/20/2018	16.52	16.55	16.55	16.52	560	15.32
12/21/2018	16.45	16.45	16.45	16.45	20	15.25
12/24/2018	16.5	16.5	16.5	16.5	500	15.3
12/26/2018	16.59	16.6	16.6	16.45	70	15.39
12/27/2018	16.5	16.4	16.5	16.4	160	15.3
12/28/2018	16.59	16.59	16.6	16.59	40	15.39
12/31/2018	16.59	16.59	16.59	16.59	750	15.39
1/2/2019	16.1	16.1	16.1	16.1	370	14.9
1/3/2019	16.1	16.1	16.1	16.1	80	14.9
1/4/2019	16.35	15.75	16.35	15.62	40	15.15
1/7/2019	16.35	16.35	16.35	16.35	0	15.15
1/8/2019	16	16.01	16.01	16	40	14.8
1/9/2019	15.85	16.43	16.43	15.85	10	14.65
1/10/2019	16.3	15.86	16.3	15.86	150	15.1
1/15/2019	16.43	16.43	16.43	16.43	0	15.23
1/16/2019	16.43	16.42	16.43	16.42	40	15.23
1/22/2019	15.95	15.95	15.95	15.95	20	14.75
1/23/2019	15.24	16.45	16.45	15.24	700	14.04
1/24/2019	15.03	15.24	15.24	15.03	60	13.83
1/28/2019	15.4	15.4	15.4	15.4	0	14.2
2/5/2019	15.4	15.04	15.4	15.04	170	14.2
2/7/2019	15.69	15.69	15.69	15.69	0	14.49
2/18/2019	15.22	15.22	15.22	15.22	20	14.02
2/20/2019	15	15.03	15.03	15	390	13.8
2/21/2019	14.55	15	15	14.55	530	13.35
2/25/2019	14.5	14.5	14.5	14.15	70	13.3
2/26/2019	14.45	14.93	14.93	14.45	50	13.25
2/27/2019	14.93	14.93	14.93	14.93	40	13.73
3/1/2019	14.5	14.5	14.5	14.5	10	13.3
3/8/2019	14.1	14.11	14.11	14.1	100	12.9
3/11/2019	14.05	14.05	14.05	14.05	60	12.85
3/13/2019	13.75	13.75	13.75	13.75	30	12.55
3/15/2019	13.67	13.67	13.67	13.67	30	12.47
3/18/2019	13.7	13.7	13.7	13.67	1020	12.5
3/19/2019	13.29	13.65	13.65	13.29	140	12.09
3/21/2019	12.9	13.29	13.29	12.9	210	11.7
3/22/2019	12.52	12.54	13.27	12.52	630	11.32
3/25/2019	12.84	12.84	12.84	12.7	110	11.64
3/27/2019	13.21	13.21	13.21	13.21	0	12.01
4/2/2019	13.2	12.9	13.21	12.9	120	12
4/3/2019	13.2	13.2	13.2	13.2	40	12
4/4/2019	13	13.2	13.2	13	440	11.8
4/5/2019	13	12.66	13.03	12.51	190	11.8
4/8/2019	12.99	12.61	12.99	12.61	60	11.79
4/10/2019	12.99	12.99	12.99	12.99	70	11.79
4/12/2019	13.3	13.29	13.3	13.29	30	12.1
4/18/2019	13.28	13.28	13.28	13.28	70	12.08
4/19/2019	13.29	13.29	13.29	13.29	20	12.09
4/23/2019	13.35	13.29	13.35	13.29	200	12.15
4/24/2019	13.33	13.35	13.35	13.33	1310	12.13
4/29/2019	13.99	13.99	13.99	13.5	30	12.79
4/30/2019	13.58	13.95	14.36	13.58	30	12.38
5/2/2019	13.25	13.25	13.25	13.25	70	12.05
5/3/2019	13.15	13.15	13.15	13.15	30	11.95
5/6/2019	12.9	12.94	12.94	12.9	100	11.7
5/7/2019	13.24	13.24	13.24	13.24	0	12.04
5/10/2019	12.85	12.85	12.85	12.85	30	11.65
5/13/2019	12.47	12.55	12.55	12.47	150	11.27
5/14/2019	12.74	12.74	12.74	12.74	30	11.54
5/15/2019	12.87	12.85	12.87	12.85	200	11.67
5/16/2019	12.49	12.49	12.49	12.49	180	11.29
5/17/2019	12.6	12.6	12.6	12.6	10	11.4
5/20/2019	13	12.88	13	12.88	8840	11.8
5/21/2019	13	13	13	12.93	150	11.8
5/22/2019	13.25	12.94	13.25	12.94	250	12.05
5/23/2019	13.25	13.25	13.25	13.25	0	12.05
5/24/2019	13.1	13.1	13.1	13.1	20	11.9
5/27/2019	13.34	13.25	13.34	13.25	160	12.14
5/28/2019	13	13.64	13.66	13	1540	11.8
5/29/2019	13.39	13.39	13.39	13.39	0	12.19
5/30/2019	13	13.26	13.26	13	500	11.8
6/11/2019	13.6	13.65	13.65	13.6	60	12.4
6/12/2019	13.6	13.6	13.6	13.6	110	12.4
6/13/2019	13.65	13.65	13.65	13.65	20	12.45
6/14/2019	13.85	13.66	13.85	13.65	1650	12.65
6/17/2019	14.07	14.07	14.07	14.07	90	12.87
6/18/2019	14.49	14.08	14.49	14.08	130	13.29
6/19/2019	14.45	14.45	14.45	14.44	1570	13.25
6/20/2019	14.88	14.88	14.88	14.88	0	13.68
6/21/2019	14.45	14.88	14.9	14.45	70	13.25
6/24/2019	14.71	14.7	14.98	14.7	650	13.51
6/25/2019	14.98	14.72	14.98	14.7	550	13.78
6/26/2019	14.4	14.4	14.4	14.39	290	13.2
6/27/2019	14.4	14.4	14.4	14.4	770	13.2
6/28/2019	14.6	14.3	14.6	14.3	270	13.4
7/1/2019	15.02	14.61	15.02	14.61	30	13.82
7/2/2019	15.47	15.46	15.47	15.46	1150	14.97
7/3/2019	15.5	15.5	15.5	15.47	620	15
7/4/2019	15.5	15.5	15.5	15.5	540	15
7/5/2019	15.55	15.55	15.55	15.55	4610	15.05
7/8/2019	15.5	15.5	15.5	15.5	190	15
7/9/2019	15.04	15.5	15.5	15.04	510	14.54
7/10/2019	15.02	15.2	15.2	15.02	160	14.52
7/11/2019	14.57	15.39	15.39	14.57	330	14.07
7/12/2019	14.55	14.55	14.55	14.55	30	14.05
7/16/2019	14.12	14.12	14.12	14.12	90	13.62
7/17/2019	13.7	13.7	13.7	13.7	60	13.2
7/19/2019	13.4	13.41	13.41	13.4	320	12.9
7/23/2019	13.4	13.7	13.7	13.4	10	12.9
7/24/2019	13.4	13.4	13.4	13.4	130	12.9
7/26/2019	13.55	13.4	13.55	13.4	100	13.05
7/30/2019	13.55	13.55	13.55	13.55	140	13.05
8/15/2019	13.29	13.29	13.29	13.29	20	12.79
8/16/2019	13.5	13.5	13.5	13.5	100	13
8/19/2019	13.9	13.9	13.9	13.9	0	13.4
8/21/2019	13.5	13.5	13.5	13.5	70	13
8/22/2019	13.6	13.5	13.6	13.5	200	13.1
8/29/2019	12.81	13.2	13.2	12.81	220	12.31
9/2/2019	12.88	12.51	12.88	12.5	110	12.38
9/5/2019	13.19	12.88	13.19	12.88	30	12.69
9/10/2019	12.89	12.89	12.89	12.89	20	12.39
9/11/2019	12.89	12.89	12.89	12.89	10	12.39
9/16/2019	12.88	12.88	12.88	12.88	10	12.38
9/18/2019	12.51	12.51	12.51	12.51	20	12.01
9/23/2019	12.51	12.51	12.51	12.51	50	12.01
9/24/2019	12.5	12.51	12.51	12.5	400	12
9/25/2019	12.13	12.13	12.13	12.13	100	11.63
9/26/2019	12.49	12.49	12.49	12.49	30	11.99
9/27/2019	12.12	12.12	12.12	12.12	10	11.62
9/30/2019	12.12	12.12	12.12	12.12	30	11.62
10/1/2019	12.12	12	12.12	12	50	11.62
10/10/2019	12.1	12.1	12.1	12.1	10	11.6
10/17/2019	11.74	11.74	11.74	11.74	60	11.24
10/18/2019	11.39	11.39	11.39	11.39	10	10.89
10/21/2019	11.05	11.39	11.39	11.05	4210	10.55
10/22/2019	10.72	10.73	10.73	10.72	1650	10.22
10/25/2019	10.99	11	11	10.73	30	10.49
10/30/2019	10.72	10.73	10.73	10.72	40	10.22
10/31/2019	11	10.72	11	10.72	10	10.5
11/4/2019	10.9	10.9	10.9	10.9	20	10.4
11/5/2019	10.9	10.9	10.9	10.9	30	10.4
11/8/2019	10.61	10.61	10.61	10.61	300	10.11
11/11/2019	10.61	10.61	10.61	10.61	120	10.11
11/12/2019	10.61	10.61	10.61	10.61	110	10.11
11/13/2019	10.58	10.58	10.58	10.58	100	10.08
11/14/2019	10.58	10.58	10.58	10.58	30	10.08
11/15/2019	10.4	10.4	10.4	10.4	30	9.9
11/20/2019	10.4	10.4	10.4	10.4	50	9.9
11/26/2019	10.55	10.4	10.55	10.4	40	10.05
11/27/2019	10.6	10.55	10.6	10.55	100	10.1
11/28/2019	10.61	10.6	10.61	10.6	40	10.11
12/2/2019	10.5	10.89	10.9	10.5	20	10
12/3/2019	10.5	10.5	10.5	10.5	10	10
12/4/2019	10.5	10.5	10.5	10.5	230	10
12/9/2019	10.89	10.88	10.89	10.88	90	10.39
12/10/2019	10.7	10.7	10.7	10.7	50	10.2
12/12/2019	10.8	10.88	10.88	10.38	2180	10.3
12/13/2019	10.71	10.71	10.71	10.71	20	10.21
12/16/2019	10.39	10.69	10.69	10.39	180	9.89
12/17/2019	10.69	10.69	10.69	10.69	20	10.19
12/18/2019	10.69	10.69	10.69	10.69	20	10.19
12/19/2019	11	10.7	11	10.7	1350	10.5
12/20/2019	11.66	11.24	11.66	11.01	600	11.16
12/23/2019	11.66	11.6	11.66	11.26	250	11.16
