Date,Open,High,Low,Close,Div,Adj Close,Volume
10/24/2016,7.6,7.7,7.6,7.6,0.23,7.37,1000
10/25/2016,7.6,7.7,7.6,7.7,0.23,7.47,1450
10/26/2016,7.7,7.75,7.7,7.75,0.23,7.52,1900
10/27/2016,7.7,7.75,7.7,7.75,0.23,7.52,700
10/31/2016,7.45,7.75,7.45,7.75,0.23,7.52,1370
11/2/2016,7.7,7.72,7.55,7.6,0.23,7.37,8340
11/3/2016,7.52,7.6,7.52,7.55,0.23,7.32,15940
11/4/2016,7.7,7.7,7.7,7.7,0.23,7.47,150
11/7/2016,7.75,7.75,7.75,7.75,0.23,7.52,150
11/8/2016,7.7,7.7,7.7,7.7,0.23,7.47,50
11/9/2016,7.68,7.7,7.68,7.7,0.23,7.47,1450
11/10/2016,7.67,7.7,7.67,7.7,0.23,7.47,5510
11/14/2016,7.53,7.69,7.53,7.69,0.23,7.46,4800
11/15/2016,7.69,7.7,7.52,7.7,0.23,7.47,3410
11/16/2016,7.55,7.75,7.55,7.75,0.23,7.52,2400
11/17/2016,7.75,7.75,7.75,7.75,0.23,7.52,1330
11/22/2016,7.7,7.75,7.7,7.74,0.23,7.51,1120
11/23/2016,7.75,7.75,7.7,7.75,0.23,7.52,9720
11/24/2016,7.75,7.75,7.74,7.74,0.23,7.51,310
11/25/2016,7.55,7.73,7.55,7.73,0.23,7.5,260
11/28/2016,7.55,7.75,7.55,7.75,0.23,7.52,2790
11/29/2016,7.7,7.8,7.7,7.75,0.23,7.52,5660
11/30/2016,7.75,8,7.75,7.81,0.23,7.58,96020
12/1/2016,8,8.04,7.98,7.98,0.23,7.75,2930
12/2/2016,7.8,8,7.8,8,0.23,7.77,2560
12/5/2016,8,8.1,7.8,7.8,0.23,7.57,2300
12/6/2016,7.9,7.9,7.75,7.9,0.23,7.67,1160
12/7/2016,8,8,8,8,0.23,7.77,280
12/9/2016,7.99,8,7.99,8,0.23,7.77,9450
12/13/2016,8,8.2,8,8.2,0.23,7.97,3220
12/14/2016,8.2,8.3,8,8.2,0.23,7.97,5430
12/15/2016,8,8.2,8,8.2,0.23,7.97,1520
12/16/2016,8.3,8.34,8,8,0.23,7.77,800
12/19/2016,8,8.19,8,8,0.23,7.77,550
12/20/2016,8,8.15,8,8.15,0.23,7.92,50
12/21/2016,8.15,8.15,8.15,8.15,0.23,7.92,5210
12/22/2016,8.14,8.2,8.14,8.2,0.23,7.97,7520
12/23/2016,8.2,8.35,8.2,8.2,0.23,7.97,7630
12/26/2016,8.2,8.3,8.2,8.3,0.23,8.07,1790
12/27/2016,8.4,8.5,8.4,8.5,0.23,8.27,3390
12/28/2016,8.5,8.6,8.5,8.59,0.23,8.36,8450
12/29/2016,8.59,8.59,8.59,8.59,0.23,8.36,1300
12/30/2016,8.51,8.58,8.5,8.5,0.23,8.27,80640
1/2/2017,8.75,8.75,8.75,8.75,0.23,8.52,10
1/3/2017,8.95,8.95,8.7,8.75,0.23,8.52,3150
1/4/2017,8.9,8.9,8.75,8.75,0.23,8.52,15710
1/5/2017,8.75,8.8,8.75,8.8,0.23,8.57,23050
1/6/2017,8.8,8.9,8.7,8.9,0.23,8.67,10440
1/9/2017,8.92,9,8.92,9,0.23,8.77,11560
1/10/2017,9,9,8.99,9,0.23,8.77,1420
1/11/2017,8.8,9,8.8,9,0.23,8.77,900
1/12/2017,8.9,8.9,8.9,8.9,0.23,8.67,1100
1/13/2017,8.9,9.2,8.9,9.2,0.23,8.97,6720
1/16/2017,8.79,9.6,8.79,9.48,0.23,9.25,9920
1/17/2017,9.2,9.5,9.2,9.49,0.23,9.26,7750
1/18/2017,9.22,9.49,9.21,9.49,0.23,9.26,1660
1/19/2017,9.21,9.75,9.21,9.75,0.23,9.52,13930
1/20/2017,9.74,9.75,9.7,9.73,0.23,9.5,2230
1/23/2017,9.7,9.9,9.7,9.9,0.23,9.67,6220
1/24/2017,9.99,9.99,9.99,9.99,0.23,9.76,160
1/25/2017,9.9,9.99,9.9,9.95,0.23,9.72,6400
1/26/2017,9.99,9.99,9.99,9.99,0.23,9.76,1000
1/27/2017,9.91,9.91,9.91,9.91,0.23,9.68,90
1/30/2017,9.91,9.91,9.9,9.9,0.23,9.67,840
1/31/2017,9.97,9.98,9.89,9.89,0.23,9.66,420
2/1/2017,9.95,9.95,9.6,9.9,0.23,9.67,2920
2/2/2017,9.9,9.9,9.9,9.9,0.23,9.67,400
2/3/2017,9.7,9.9,9.7,9.9,0.23,9.67,3560
2/6/2017,9.89,9.9,9.7,9.86,0.23,9.63,3810
2/7/2017,9.85,9.85,9.85,9.85,0.23,9.62,1750
2/8/2017,9.85,9.85,9.85,9.85,0.23,9.62,300
2/10/2017,9.8,9.8,9.61,9.61,0.23,9.38,330
2/13/2017,9.61,9.79,9.61,9.78,0.23,9.55,11430
2/14/2017,9.64,9.85,9.6,9.77,0.23,9.54,19120
2/15/2017,9.48,9.55,9.48,9.5,0.23,9.27,390
2/16/2017,9.74,9.74,9.5,9.5,0.23,9.27,900
2/17/2017,9.69,9.7,9.69,9.7,0.23,9.47,1540
2/20/2017,9.5,9.77,9.5,9.7,0.23,9.47,11580
2/21/2017,9.7,9.7,9.7,9.7,0.23,9.47,1150
2/22/2017,9.7,9.7,9.7,9.7,0.23,9.47,6900
2/23/2017,9.5,9.65,9.5,9.5,0.23,9.27,2840
2/24/2017,9.5,9.7,9.5,9.6,0.23,9.37,600
2/27/2017,9.77,9.77,9.7,9.7,0.23,9.47,390
2/28/2017,9.5,9.7,9.5,9.6,0.23,9.37,5290
3/1/2017,9.6,9.6,9.4,9.4,0.23,9.17,2250
3/2/2017,9.4,9.4,9.4,9.4,0.23,9.17,7360
3/3/2017,9.59,9.59,9.4,9.59,0.23,9.36,10490
3/6/2017,9.59,9.59,9.45,9.58,0.23,9.35,8910
3/7/2017,9.41,9.58,9.41,9.58,0.23,9.35,1710
3/8/2017,9.5,9.58,9.3,9.3,0.23,9.07,21530
3/9/2017,9.55,9.55,9.3,9.5,0.23,9.27,6540
3/13/2017,9.4,9.59,9.4,9.57,0.23,9.34,42840
3/14/2017,9.57,9.59,9.5,9.5,0.23,9.27,11170
3/15/2017,9.32,9.32,9.3,9.3,0.23,9.07,3690
3/16/2017,9.3,9.3,9.1,9.1,0.23,8.87,5510
3/17/2017,8.7,9.4,8.7,9.1,0.23,8.87,11470
3/21/2017,8.85,9,8.83,9,0.23,8.77,7690
3/22/2017,9,9.1,9,9.1,0.23,8.87,1470
3/23/2017,8.85,8.99,8.6,8.89,0.23,8.66,155050
3/24/2017,8.99,8.99,8.73,8.94,0.23,8.71,1770
3/27/2017,8.98,8.98,8.9,8.9,0.23,8.67,920
3/28/2017,8.89,8.89,8.89,8.89,0.23,8.66,130
3/29/2017,8.69,8.89,8.69,8.71,0.23,8.48,770
3/30/2017,8.89,8.89,8.67,8.71,0.23,8.48,4410
4/3/2017,8.9,9.15,8.9,9.15,0.23,8.92,4800
4/4/2017,9.24,9.28,9.11,9.14,0.23,8.91,6400
4/5/2017,9.03,9.03,9.03,9.03,0.23,8.8,5490
4/6/2017,9,9.03,9,9,0.23,8.77,6820
4/7/2017,9,9,9,9,0.23,8.77,20
4/10/2017,9,9.25,9,9.25,0.23,9.02,4790
4/11/2017,9.25,9.25,9.1,9.24,0.23,9.01,1090
4/12/2017,9.23,9.24,9.1,9.23,0.23,9,6990
4/13/2017,9.1,9.1,9.1,9.1,0.23,8.87,2780
4/14/2017,9.1,9.1,9.01,9.01,0.23,8.78,2850
4/17/2017,9.1,9.1,9.1,9.1,0.23,8.87,110
4/18/2017,9.01,9.01,9.01,9.01,0.23,8.78,550
4/19/2017,9,9,9,9,0.23,8.77,20
4/20/2017,9,9.2,9,9.2,0.23,8.97,3090
4/21/2017,9.2,9.25,9.19,9.25,0.23,9.02,2220
4/24/2017,9.06,9.2,9.05,9.2,0.23,8.97,26010
4/25/2017,9.2,9.3,9.19,9.3,0.23,9.07,8310
4/26/2017,9.4,9.4,9.1,9.3,0.23,9.07,16370
4/27/2017,9.3,9.3,9.2,9.2,0.23,8.97,610
4/28/2017,9.2,9.4,9.2,9.4,0.23,9.17,14870
5/2/2017,9.4,9.59,9.4,9.49,0.23,9.26,2200
5/3/2017,9.21,9.48,9.21,9.22,0.23,8.99,380
5/4/2017,9.45,9.45,9.44,9.45,0.23,9.22,110
5/5/2017,9.4,9.48,9.23,9.48,0.23,9.25,140
5/8/2017,9.48,9.48,9.48,9.48,0.23,9.25,190
5/9/2017,9.48,9.48,9.3,9.31,0.23,9.08,740
5/10/2017,9.48,9.48,9.31,9.31,0.23,9.08,4100
5/11/2017,9.3,9.3,9.25,9.25,0.23,9.02,4600
5/12/2017,9.25,9.25,9.14,9.14,0.23,8.91,10920
5/15/2017,9.11,9.21,9.1,9.1,0.23,8.87,9140
5/16/2017,9.1,9.1,9,9,0.23,8.77,46600
5/17/2017,9,9,8.95,9,0.23,8.77,11550
5/18/2017,9,9,8.85,9,0.23,8.77,900
5/19/2017,9,9,8.89,9,0.23,8.77,1220
5/22/2017,9,9,8.99,8.99,0.23,8.76,900
5/23/2017,9,9,9,9,0.23,8.77,8740
5/24/2017,9,9,9,9,0.23,8.77,2340
5/26/2017,9,9,9,9,0.23,8.77,24280
5/30/2017,8.99,9,8.99,9,0.23,8.77,5250
5/31/2017,8.9,9,8.9,9,0.23,8.77,1030
6/1/2017,9,9,8.9,9,0.23,8.77,13900
6/2/2017,9,9,9,9,0.23,8.77,34930
6/5/2017,9,9.27,9,9.1,0.23,8.87,388020
6/6/2017,9.2,9.41,9.2,9.41,0.23,9.18,58270
6/7/2017,9.45,9.7,9.45,9.6,0.23,9.37,49660
6/8/2017,9.69,9.7,9.58,9.6,0.23,9.37,22940
6/9/2017,9.6,9.6,9.45,9.5,0.23,9.27,6980
6/12/2017,9.49,9.6,9.49,9.5,0.23,9.27,1660
6/13/2017,9.5,9.7,9.5,9.7,0.23,9.47,43270
6/14/2017,9.71,9.91,9.7,9.9,0.23,9.67,30850
6/15/2017,9.89,10.03,9.8,10.03,0.23,9.8,31110
6/16/2017,10.05,10.35,10,10,0.23,9.77,26860
6/19/2017,10,10.12,10,10,0.23,9.77,10660
6/20/2017,9.98,10,9.75,9.75,0.26,9.49,12490
6/21/2017,9.76,9.99,9.7,9.98,0.26,9.72,5930
6/22/2017,9.7,9.98,9.7,9.98,0.26,9.72,850
6/23/2017,9.71,9.94,9.7,9.94,0.26,9.68,2400
6/28/2017,9.96,9.96,9.9,9.95,0.26,9.69,770
6/29/2017,9.93,9.93,9.9,9.9,0.26,9.64,11350
6/30/2017,9.89,9.95,9.8,9.95,0.26,9.69,8300
7/3/2017,9.95,10,9.9,10,0.26,9.74,15440
7/4/2017,10,10.1,9.99,10.1,0.26,9.84,2360
7/5/2017,10.22,10.4,10.22,10.4,0.26,10.14,9390
7/6/2017,10.35,10.51,10.35,10.51,0.26,10.25,10360
7/7/2017,10.7,10.7,10.48,10.65,0.26,10.39,11640
7/10/2017,10.4,10.86,10.4,10.86,0.26,10.6,17130
7/11/2017,10.99,10.99,10.75,10.75,0.26,10.49,6690
7/12/2017,10.86,10.99,10.78,10.78,0.26,10.52,1240
7/13/2017,10.96,10.97,10.9,10.9,0.26,10.64,1350
7/14/2017,10.89,10.89,10.78,10.78,0.26,10.52,400
7/17/2017,10.5,10.78,10.5,10.78,0.26,10.52,1560
7/18/2017,10.78,10.9,10.78,10.9,0.26,10.64,500
7/20/2017,10.85,10.85,10.85,10.85,0.26,10.59,5170
7/21/2017,10.85,10.9,10.85,10.9,0.26,10.64,5210
7/24/2017,10.9,10.94,10.9,10.94,0.26,10.68,7170
7/26/2017,10.94,10.94,10.94,10.94,0.26,10.68,200
7/27/2017,10.94,11.2,10.94,11,0.26,10.74,42880
7/28/2017,11.2,11.2,10.87,10.9,0.26,10.64,4860
7/31/2017,10.9,10.9,10.9,10.9,0.26,10.64,650
8/1/2017,10.9,10.9,10.85,10.9,0.26,10.64,1600
8/2/2017,10.86,10.9,10.86,10.9,0.26,10.64,970
8/3/2017,10.9,10.9,10.87,10.9,0.26,10.64,1220
8/4/2017,10.87,10.9,10.87,10.9,0.26,10.64,920
8/7/2017,10.9,10.9,10.9,10.9,0.26,10.64,420
8/8/2017,10.9,10.9,10.9,10.9,0.26,10.64,230
8/9/2017,10.9,10.9,10.87,10.9,0.26,10.64,510
8/10/2017,11,11,10.9,10.9,0.26,10.64,270
8/11/2017,10.86,10.95,10.86,10.9,0.26,10.64,2130
8/14/2017,11,11.1,10.99,11.1,0.26,10.84,21710
8/15/2017,11,11,11,11,0.26,10.74,3960
8/16/2017,11,11,11,11,0.26,10.74,570
8/17/2017,11,11,10.91,10.93,0.26,10.67,3010
8/18/2017,10.93,11,10.93,11,0.26,10.74,4480
8/21/2017,11.05,11.49,11.05,11.49,0.26,11.23,65380
8/22/2017,12,12,12,12,0.26,11.74,1630
8/23/2017,11.8,11.98,11.8,11.9,0.26,11.64,7120
8/24/2017,11.85,11.9,11.55,11.85,0.26,11.59,7460
8/25/2017,11.85,11.85,11.8,11.8,0.26,11.54,350
8/28/2017,11.85,12.25,11.85,12.25,0.26,11.99,50350
8/29/2017,12.25,12.25,12.2,12.2,0.26,11.94,7550
8/30/2017,12.2,12.45,12,12.45,0.26,12.19,7290
8/31/2017,12.5,12.5,12.4,12.4,0.26,12.14,3490
9/4/2017,12.4,12.4,12.4,12.4,0.26,12.14,700
9/5/2017,12.4,12.6,12.4,12.51,0.26,12.25,18620
9/6/2017,12.51,12.6,12.5,12.5,0.26,12.24,7850
9/7/2017,12.6,12.6,12.5,12.5,0.26,12.24,4070
9/8/2017,12.5,12.6,12.5,12.6,0.26,12.34,5130
9/11/2017,12.6,12.74,12.5,12.6,0.26,12.34,7880
9/12/2017,12.8,12.8,12.55,12.6,0.26,12.34,240
9/13/2017,12.59,12.65,12.59,12.6,0.26,12.34,24330
9/14/2017,12.59,12.59,12.5,12.5,0.26,12.24,140
9/15/2017,12.5,12.5,12.45,12.45,0.26,12.19,8930
9/18/2017,12.1,12.45,12.1,12.42,0.26,12.16,5020
9/19/2017,12.47,12.47,12.4,12.44,0.26,12.18,900
9/20/2017,12.3,12.4,12.3,12.4,0.26,12.14,700
9/22/2017,12.4,12.4,12.4,12.4,0.26,12.14,1280
9/25/2017,12.31,12.31,12.29,12.3,0.26,12.04,4030
9/26/2017,12.2,12.2,12.11,12.2,0.26,11.94,10760
9/27/2017,12.2,12.2,12.15,12.15,0.26,11.89,7200
9/28/2017,12.15,12.15,12,12,0.26,11.74,12970
9/29/2017,12,12,11.92,11.99,0.26,11.73,17390
10/2/2017,11.8,12,11.8,11.8,0.26,11.54,2270
10/3/2017,12,12,11.8,11.8,0.26,11.54,9290
10/4/2017,11.7,11.78,11.64,11.65,0.26,11.39,48920
10/5/2017,11.65,11.95,11.65,11.95,0.26,11.69,6770
10/6/2017,11.95,11.95,11.9,11.9,0.26,11.64,3080
10/9/2017,11.95,11.95,11.65,11.7,0.26,11.44,8560
10/10/2017,11.79,11.8,11.6,11.8,0.26,11.54,10920
10/11/2017,11.28,11.8,11.28,11.78,0.26,11.52,2300
10/12/2017,11.78,11.8,11.45,11.79,0.26,11.53,8540
10/13/2017,11.7,11.88,11.7,11.88,0.26,11.62,2030
10/16/2017,11.88,11.88,11.71,11.71,0.26,11.45,890
10/17/2017,11.71,11.95,11.7,11.95,0.26,11.69,7500
10/18/2017,11.7,11.7,11.67,11.7,0.26,11.44,6110
10/19/2017,11.7,11.7,11.45,11.67,0.26,11.41,6590
10/20/2017,11.65,11.65,11.61,11.65,0.26,11.39,1800
10/23/2017,11.67,11.98,11.67,11.89,0.26,11.63,10980
10/24/2017,11.88,11.89,11.75,11.78,0.26,11.52,7340
10/25/2017,11.78,11.78,11.68,11.68,0.26,11.42,5650
10/26/2017,11.65,11.79,11.65,11.77,0.26,11.51,1280
10/27/2017,11.84,11.84,11.75,11.75,0.26,11.49,6410
10/30/2017,11.74,11.74,11.6,11.6,0.26,11.34,10200
10/31/2017,11.7,11.7,11.65,11.7,0.26,11.44,4670
11/1/2017,11.69,11.69,11.51,11.69,0.26,11.43,8590
11/2/2017,11.68,11.68,11.5,11.58,0.26,11.32,12500
11/3/2017,11.65,11.65,11.5,11.5,0.26,11.24,18200
11/6/2017,11.65,11.73,11.65,11.73,0.26,11.47,23150
11/7/2017,11.74,11.93,11.65,11.93,0.26,11.67,19400
11/8/2017,11.8,11.99,11.75,11.97,0.26,11.71,15130
11/9/2017,11.97,12,11.91,11.91,0.26,11.65,8480
11/10/2017,11.95,11.99,11.95,11.95,0.26,11.69,560
11/13/2017,11.99,12,11.99,11.99,0.26,11.73,760
11/14/2017,11.99,11.99,11.95,11.99,0.26,11.73,8000
11/15/2017,11.95,12.2,11.95,12.2,0.26,11.94,9750
11/16/2017,12.2,12.2,12.1,12.2,0.26,11.94,6190
11/17/2017,12.2,12.2,11.99,12.15,0.26,11.89,2990
11/20/2017,12.15,12.2,12.15,12.19,0.26,11.93,11020
11/21/2017,12.19,12.2,12.05,12.05,0.26,11.79,1800
11/22/2017,12.19,12.2,12.06,12.2,0.26,11.94,13990
11/23/2017,12.2,12.49,12.2,12.4,0.26,12.14,4740
11/24/2017,12.4,12.4,12.22,12.4,0.26,12.14,1870
11/27/2017,12.3,12.3,12.2,12.3,0.26,12.04,6950
11/28/2017,12.23,12.45,12.2,12.4,0.26,12.14,18860
11/29/2017,12.4,12.42,12.4,12.4,0.26,12.14,3060
11/30/2017,12.4,12.4,12.38,12.4,0.26,12.14,16470
12/4/2017,12.4,12.43,12.3,12.43,0.26,12.17,9760
12/5/2017,12.43,12.8,12.43,12.8,0.26,12.54,21290
12/6/2017,12.8,12.8,12.5,12.8,0.26,12.54,3340
12/7/2017,12.7,12.7,12.55,12.7,0.26,12.44,6430
12/8/2017,12.62,12.75,12.6,12.6,0.26,12.34,6620
12/11/2017,12.6,12.8,12.56,12.56,0.26,12.3,7490
12/12/2017,12.55,12.78,12.5,12.54,0.26,12.28,10180
12/13/2017,12.78,12.78,12.72,12.72,0.26,12.46,2430
12/14/2017,12.54,12.72,12.5,12.7,0.26,12.44,3860
12/15/2017,12.7,12.7,12.7,12.7,0.26,12.44,7120
12/18/2017,12.72,12.73,12.6,12.7,0.26,12.44,580
12/19/2017,12.61,12.8,12.5,12.7,0.26,12.44,8380
12/20/2017,12.7,12.7,12.52,12.7,0.26,12.44,280
12/21/2017,12.73,12.79,12.65,12.79,0.26,12.53,1070
12/22/2017,12.79,12.79,12.65,12.75,0.26,12.49,4060
12/25/2017,12.7,12.79,12.7,12.79,0.26,12.53,7110
12/26/2017,12.79,12.85,12.78,12.85,0.26,12.59,12900
12/27/2017,12.99,13.25,12.99,13.24,0.26,12.98,11160
12/28/2017,13.24,13.35,13.24,13.24,0.26,12.98,13380
12/29/2017,13.24,13.35,13.24,13.34,0.26,13.08,16210
1/2/2018,13.36,13.38,13.2,13.2,0.26,12.94,3710
1/3/2018,13.38,13.78,13.2,13.78,0.26,13.52,2560
1/4/2018,13.8,13.8,13.42,13.6,0.26,13.34,12200
1/5/2018,13.55,13.8,13.22,13.41,0.26,13.15,10760
1/8/2018,13.42,13.93,13.42,13.93,0.26,13.67,9990
1/9/2018,13.8,13.8,13.4,13.78,0.26,13.52,29720
1/10/2018,13.75,13.75,13.45,13.54,0.26,13.28,9420
1/11/2018,13.55,13.55,13.46,13.5,0.26,13.24,6980
1/12/2018,13.7,13.73,13.4,13.73,0.26,13.47,63570
1/15/2018,13.53,13.93,13.53,13.9,0.26,13.64,4580
1/16/2018,13.9,13.93,13.61,13.93,0.26,13.67,5930
1/17/2018,13.93,14.34,13.9,14.29,0.26,14.03,22280
1/18/2018,14.29,14.3,14.04,14.06,0.26,13.8,12410
1/19/2018,14.01,14.18,13.95,13.95,0.26,13.69,23210
1/22/2018,14.01,14.1,13.8,14.1,0.26,13.84,9110
1/23/2018,14,14,13.9,13.98,0.26,13.72,3200
1/24/2018,13.98,14,13.92,13.98,0.26,13.72,2230
1/25/2018,14.3,14.3,13.91,13.98,0.26,13.72,7720
1/26/2018,14.26,14.26,13.9,13.97,0.26,13.71,11560
1/29/2018,13.98,14.2,13.9,14.2,0.26,13.94,17120
1/30/2018,14.2,14.2,14.1,14.2,0.26,13.94,4370
1/31/2018,14.2,14.2,14.05,14.1,0.26,13.84,3580
2/1/2018,14.27,14.27,14,14.1,0.26,13.84,5020
2/2/2018,14.01,14.25,13.96,14.25,0.26,13.99,9500
2/5/2018,14.1,14.38,14,14.35,0.26,14.09,15510
2/6/2018,14.36,14.36,14.2,14.2,0.26,13.94,4080
2/7/2018,14.2,14.2,13.97,13.97,0.26,13.71,2040
2/8/2018,13.98,14,13.98,14,0.26,13.74,890
2/9/2018,14,14.24,14,14.2,0.26,13.94,9140
2/12/2018,14.24,14.35,14.24,14.35,0.26,14.09,2730
2/13/2018,14.3,14.64,14.3,14.55,0.26,14.29,4340
2/14/2018,14.55,14.6,14.49,14.6,0.26,14.34,13250
2/15/2018,14.59,14.7,14.59,14.6,0.26,14.34,7110
2/16/2018,14.57,14.57,14.2,14.48,0.26,14.22,8930
2/19/2018,14.59,15,14.59,14.75,0.26,14.49,4900
2/20/2018,14.75,14.95,14.65,14.9,0.26,14.64,1200
2/21/2018,14.9,14.95,14.9,14.95,0.26,14.69,6200
2/22/2018,15,15.3,14.98,15.3,0.26,15.04,6940
2/23/2018,15.3,15.4,15.3,15.35,0.26,15.09,6080
2/26/2018,15.4,15.86,15.4,15.4,0.26,15.14,41540
2/27/2018,15.4,15.78,14.94,14.94,0.26,14.68,74730
2/28/2018,14.95,14.95,14.5,14.65,0.26,14.39,52760
3/1/2018,14.65,14.85,14.42,14.6,0.26,14.34,6350
3/2/2018,14.8,15,14.6,14.6,0.26,14.34,11230
3/5/2018,14.6,15,14.4,14.8,0.26,14.54,1460
3/6/2018,14.8,14.85,14.55,14.8,0.26,14.54,9340
3/7/2018,14.8,14.8,14.6,14.74,0.26,14.48,2640
3/8/2018,14.7,14.75,14.5,14.5,0.26,14.24,5180
3/9/2018,14.6,14.6,14.3,14.5,0.26,14.24,9720
3/12/2018,14.49,14.5,14.49,14.5,0.26,14.24,10550
3/13/2018,14.7,14.7,14.45,14.45,0.26,14.19,4880
3/14/2018,14.7,14.7,14.26,14.4,0.26,14.14,2660
3/15/2018,14.45,14.45,14.27,14.27,0.26,14.01,11950
3/16/2018,14.53,15,14.52,14.98,0.26,14.72,5520
3/19/2018,14.98,14.98,14.86,14.9,0.26,14.64,690
3/21/2018,14.85,14.9,14.5,14.5,0.26,14.24,7970
3/22/2018,14.9,14.9,14.47,14.5,0.26,14.24,6420
3/23/2018,14.51,14.51,14.23,14.25,0.26,13.99,13980
3/26/2018,14.25,14.6,14.2,14.55,0.26,14.29,5370
3/27/2018,14.58,14.58,14.41,14.45,0.26,14.19,5290
3/28/2018,14.55,14.55,14.4,14.4,0.26,14.14,2770
3/29/2018,14.4,14.4,14.15,14.3,0.26,14.04,6800
3/30/2018,14.06,14.4,14.05,14.3,0.26,14.04,3490
4/2/2018,14.3,14.4,14.3,14.32,0.26,14.06,3120
4/3/2018,14.4,14.4,14.1,14.39,0.26,14.13,2570
4/4/2018,14.3,14.3,14,14.25,0.26,13.99,29770
4/5/2018,14.25,14.39,14.05,14.35,0.26,14.09,5150
4/6/2018,14.39,14.55,14.39,14.4,0.26,14.14,20750
4/10/2018,14.4,14.4,14.1,14.16,0.26,13.9,5690
4/11/2018,14.16,14.4,14.1,14.4,0.26,14.14,3490
4/12/2018,14.4,14.4,14.35,14.39,0.26,14.13,1580
4/13/2018,14.4,14.6,14.39,14.39,0.26,14.13,21530
4/16/2018,14.4,14.4,14.3,14.3,0.26,14.04,17270
4/17/2018,14.38,14.4,14.3,14.35,0.26,14.09,6900
4/18/2018,14.36,14.4,14.35,14.35,0.26,14.09,4830
4/19/2018,14.31,14.4,14.31,14.4,0.26,14.14,1740
4/20/2018,14.32,14.38,14.32,14.38,0.26,14.12,7410
4/23/2018,14.38,14.38,14.3,14.35,0.26,14.09,9010
4/24/2018,14.35,14.35,14.3,14.33,0.26,14.07,920
4/25/2018,14.13,14.29,14.13,14.29,0.26,14.03,2300
4/26/2018,14.2,14.29,14.12,14.28,0.26,14.02,1250
4/27/2018,14.28,14.3,14.28,14.29,0.26,14.03,1240
4/30/2018,14.28,14.38,14.28,14.38,0.26,14.12,4930
5/2/2018,14.38,14.4,14.3,14.3,0.26,14.04,2040
5/3/2018,14.3,14.3,14.22,14.29,0.26,14.03,1790
5/4/2018,14.22,14.28,14.22,14.27,0.26,14.01,12540
5/7/2018,14.3,14.4,14.3,14.34,0.26,14.08,11370
5/8/2018,14.34,14.4,14.31,14.4,0.26,14.14,14420
5/9/2018,14.4,14.4,14.37,14.37,0.26,14.11,27050
5/10/2018,14.4,14.83,14.37,14.83,0.26,14.57,18930
5/11/2018,14.9,14.9,14.7,14.7,0.26,14.44,15090
5/14/2018,14.7,14.7,14.7,14.7,0.26,14.44,860
5/15/2018,14.51,14.51,14.3,14.33,0.26,14.07,2470
5/16/2018,14.29,14.68,14.29,14.67,0.26,14.41,750
5/17/2018,14.68,14.95,14.68,14.95,0.26,14.69,3150
5/18/2018,15.04,15.3,15.04,15.3,0.26,15.04,6690
5/21/2018,15.42,15.42,15.3,15.41,0.26,15.15,5090
5/22/2018,15.4,15.75,15.4,15.5,0.26,15.24,14150
5/23/2018,15.7,15.7,15.23,15.23,0.26,14.97,7080
5/24/2018,15.78,15.78,15.26,15.65,0.26,15.39,5250
5/25/2018,15.6,15.6,15.5,15.5,0.26,15.24,3160
5/28/2018,15.5,15.8,15.45,15.65,0.26,15.39,16310
5/29/2018,15.75,15.99,15.55,15.99,0.26,15.73,11150
5/30/2018,16.65,16.65,16.55,16.55,0.26,16.29,3330
5/31/2018,16.21,16.49,16.2,16.45,0.26,16.19,13490
6/1/2018,16.45,16.55,16.3,16.49,0.26,16.23,23370
6/4/2018,16.5,16.5,16.4,16.48,0.26,16.22,6340
6/5/2018,16.48,16.48,16.34,16.45,0.26,16.19,2460
6/6/2018,16.45,16.45,16.35,16.44,0.26,16.18,3010
6/7/2018,16.36,16.44,16.35,16.4,0.26,16.14,5330
6/8/2018,16.45,16.45,16.35,16.36,0.26,16.1,2130
6/11/2018,16.31,16.39,16.31,16.39,0.26,16.13,1980
6/12/2018,16.3,16.5,16,16.3,0.3,16,5120
6/13/2018,16.3,16.3,16.28,16.28,0.3,15.98,3790
6/14/2018,16.04,16.35,16.04,16.28,0.3,15.98,6960
6/18/2018,16.4,16.4,16.26,16.3,0.3,16,4960
6/19/2018,16.2,16.3,16.2,16.3,0.3,16,5240
6/20/2018,16.21,16.3,16.19,16.19,0.3,15.89,15200
6/21/2018,16.1,16.3,15.9,15.9,0.3,15.6,10890
6/22/2018,15.98,15.98,15.7,15.8,0.3,15.5,13740
6/25/2018,15.89,15.89,15.6,15.78,0.3,15.48,14750
6/26/2018,15.7,15.77,15.34,15.75,0.3,15.45,4550
6/27/2018,15.7,15.7,15.41,15.64,0.3,15.34,9060
6/28/2018,15.64,15.74,15.45,15.74,0.3,15.44,11740
6/29/2018,15.77,16.15,15.77,16.1,0.3,15.8,2870
7/2/2018,16.1,16.25,16.09,16.2,0.3,15.9,3460
7/3/2018,15.7,16.2,15.7,16.1,0.3,15.8,1390
7/4/2018,16.1,16.3,16.1,16.3,0.3,16,6710
7/5/2018,16.3,16.4,16.3,16.4,0.3,16.1,3860
7/6/2018,16.4,16.4,16.3,16.34,0.3,16.04,7230
7/9/2018,16.3,16.3,16,16.29,0.3,15.99,2740
7/11/2018,16.25,16.29,16.25,16.25,0.3,15.95,1080
